image_id,crop_type,disease,severity,leaf_color_r,leaf_color_g,leaf_color_b,texture_contrast,texture_homogeneity,lesion_area_pct,image_width,image_height,brightness
22119,grape,downy_mildew,severe,145.176,141.894,94.118,0.476,0.599,80.26,224,512,127.063
8221,potato,early_blight,mild,183.516,124.332,78.908,0.683,0.478,14.41,256,224,128.919
16439,wheat,septoria,severe,160.722,149.732,128.985,0.572,0.561,39.42,224,512,146.48
7479,potato,healthy,mild,101.096,181.763,84.475,0.12,0.953,0.13,224,224,122.445
17032,wheat,healthy,mild,104.49,163.644,88.31,0.177,0.83,0.44,512,224,118.815
11813,corn,healthy,mild,111.194,155.329,61.835,0.206,0.838,0.82,256,512,109.453
8566,potato,healthy,moderate,97.036,159.517,77.169,0.188,0.839,1.84,256,256,111.241
15044,wheat,powdery_mildew,moderate,225.161,233.379,205.923,0.353,0.761,55.21,224,512,221.488
19408,wheat,rust,moderate,195.14,150.415,60.706,0.562,0.534,37.68,512,512,135.42
14346,corn,gray_leaf_spot,severe,156.268,132.745,108.141,0.653,0.456,49.43,512,512,132.385
22870,grape,black_rot,severe,67.063,58.043,51.911,0.73,0.411,62.07,512,256,59.006
6052,potato,late_blight,mild,140.149,118.547,86.351,0.752,0.4,23.01,256,256,115.016
6380,potato,early_blight,mild,163.39,138.369,87.317,0.482,0.626,8.49,512,256,129.692
9255,potato,healthy,moderate,114.704,147.416,66.387,0.27,0.819,1.7,224,256,109.502
24735,grape,powdery_mildew,moderate,210.386,216.133,200.188,0.213,0.845,39.9,224,512,208.902
16075,wheat,powdery_mildew,moderate,206.952,206.467,214.04,0.248,0.806,58.46,256,224,209.153
24925,grape,healthy,mild,98.103,143.835,65.431,0.108,0.875,0.94,512,256,102.456
2030,tomato,late_blight,severe,127.074,118.906,72.826,0.631,0.525,44.59,224,224,106.269
24490,grape,healthy,mild,107.93,174.982,83.274,0.166,0.822,0.26,512,256,122.062
24814,grape,black_rot,mild,50.843,65.412,67.868,0.807,0.316,39.95,224,256,61.374
19607,wheat,septoria,mild,187.931,141.807,120.253,0.523,0.613,13.59,224,512,149.997
9809,potato,early_blight,severe,189.214,125.237,87.267,0.53,0.555,29.02,256,512,133.906
10930,corn,healthy,moderate,114.516,170.199,63.833,0.125,0.891,1.13,224,256,116.183
14349,corn,healthy,mild,100.916,174.112,73.882,0.175,0.865,0.83,256,224,116.303
4421,tomato,healthy,moderate,88.303,142.941,94.01,0.183,0.898,0.74,256,224,108.418
15335,wheat,powdery_mildew,moderate,227.545,216.047,225.466,0.265,0.763,47.15,256,224,223.019
19795,wheat,rust,mild,211.406,160.097,72.35,0.757,0.397,11.28,256,512,147.951
17887,wheat,healthy,moderate,103.471,142.479,90.906,0.27,0.742,1.08,512,224,112.285
11437,corn,healthy,moderate,115.438,143.448,74.99,0.133,0.86,1.57,512,256,111.292
7715,potato,healthy,severe,81.043,187.928,78.789,0.269,0.753,0.02,224,256,115.92
1439,tomato,leaf_mold,severe,140.309,126.738,92.238,0.484,0.643,42.37,224,512,119.762
19426,wheat,powdery_mildew,mild,218.086,199.023,218.197,0.302,0.791,27.14,512,224,211.769
16945,wheat,healthy,moderate,85.188,144.447,96.161,0.272,0.808,0.02,512,512,108.599
6166,potato,late_blight,moderate,105.756,83.745,98.282,0.783,0.326,54.38,512,256,95.928
14705,corn,gray_leaf_spot,mild,170.899,166.91,102.457,0.583,0.538,20.71,224,512,146.755
12555,corn,healthy,mild,110.666,143.56,97.351,0.227,0.845,0.06,224,224,117.192
16693,wheat,septoria,moderate,192.704,147.104,130.089,0.76,0.434,25.05,256,256,156.632
8557,potato,early_blight,moderate,169.364,128.531,55.451,0.506,0.631,25.57,256,256,117.782
9567,potato,late_blight,mild,137.859,114.698,73.114,0.636,0.49,13.1,256,224,108.557
3200,tomato,healthy,moderate,92.345,145.363,69.216,0.272,0.826,0.46,256,512,102.308
10026,corn,healthy,mild,85.765,146.373,77.373,0.13,0.854,0.31,256,256,103.17
432,tomato,healthy,mild,106.193,184.274,72.375,0.149,0.859,0.63,224,512,120.947
3412,tomato,healthy,mild,93.601,164.946,82.991,0.232,0.824,0.54,224,256,113.846
11733,corn,gray_leaf_spot,moderate,179.542,135.53,109.41,0.427,0.647,33.86,512,224,141.494
17593,wheat,healthy,mild,103.524,188.991,61.126,0.278,0.739,0.97,512,224,117.88
2530,tomato,leaf_mold,moderate,148.517,110.383,71.411,0.57,0.527,36.02,256,224,110.104
12292,corn,gray_leaf_spot,severe,169.793,146.342,129.432,0.687,0.451,41.72,256,224,148.522
21139,grape,healthy,moderate,104.869,163.199,77.274,0.181,0.9,0.29,512,256,115.114
4941,tomato,mosaic_virus,moderate,155.512,150.737,111.384,0.489,0.613,17.74,512,224,139.211
21169,grape,black_rot,mild,73.441,88.263,53.673,0.634,0.513,38.9,224,224,71.792
20625,grape,black_rot,mild,68.984,63.493,68.613,0.731,0.448,31.86,256,224,67.03
19080,wheat,healthy,mild,109.672,159.438,64.936,0.233,0.782,1.0,512,256,111.349
3380,tomato,mosaic_virus,mild,149.644,177.038,117.566,0.457,0.641,9.34,512,256,148.083
16530,wheat,healthy,moderate,103.356,168.052,79.448,0.249,0.833,0.59,224,512,116.952
20927,grape,downy_mildew,moderate,140.701,141.461,98.995,0.404,0.688,50.47,224,256,127.052
9775,potato,early_blight,mild,151.512,136.242,68.676,0.408,0.649,8.08,224,512,118.81
14535,corn,healthy,severe,113.11,150.336,80.416,0.108,0.951,1.11,256,256,114.621
16184,wheat,healthy,moderate,99.814,149.771,99.205,0.141,0.845,1.68,224,224,116.263
21249,grape,powdery_mildew,moderate,237.999,228.159,211.188,0.241,0.766,69.79,256,512,225.782
8576,potato,early_blight,severe,193.199,133.926,64.294,0.667,0.451,37.01,224,512,130.473
8843,potato,late_blight,moderate,102.997,109.885,98.734,0.724,0.47,56.83,512,256,103.872
10587,corn,powdery_mildew,mild,226.41,229.274,202.647,0.265,0.827,29.3,512,224,219.444
9225,potato,early_blight,moderate,175.307,124.951,89.808,0.505,0.624,20.66,256,224,130.022
2391,tomato,leaf_mold,severe,111.267,100.951,98.962,0.392,0.716,36.04,512,224,103.727
11085,corn,powdery_mildew,moderate,225.919,209.419,196.717,0.277,0.739,52.49,224,512,210.685
22770,grape,healthy,moderate,84.036,168.633,78.827,0.248,0.772,1.75,512,224,110.499
8208,potato,healthy,moderate,90.109,173.06,93.128,0.181,0.89,1.1,512,256,118.766
19640,wheat,powdery_mildew,moderate,232.309,231.672,211.377,0.392,0.715,64.16,512,256,225.119
14419,corn,powdery_mildew,moderate,204.175,218.777,218.516,0.304,0.801,43.06,512,512,213.823
6800,potato,early_blight,mild,168.827,159.057,58.393,0.447,0.604,9.13,224,256,128.759
8408,potato,healthy,mild,96.768,176.806,62.878,0.153,0.843,0.38,224,256,112.151
22264,grape,black_rot,moderate,89.643,64.406,53.21,0.62,0.523,79.03,256,224,69.086
10520,corn,healthy,mild,88.584,182.471,74.106,0.189,0.834,0.89,512,224,115.054
2007,tomato,leaf_mold,mild,116.251,113.992,99.141,0.545,0.569,8.86,512,224,109.795
23111,grape,black_rot,moderate,73.45,89.722,54.866,0.871,0.311,46.45,224,512,72.679
22581,grape,healthy,severe,91.817,183.336,91.812,0.247,0.843,2.94,256,256,122.322
2899,tomato,early_blight,moderate,185.567,148.122,85.665,0.422,0.666,12.37,256,256,139.785
3353,tomato,healthy,severe,95.445,176.941,80.798,0.204,0.834,2.94,224,256,117.728
3842,tomato,mosaic_virus,moderate,142.802,163.91,84.247,0.498,0.608,5.97,224,256,130.32
12840,corn,gray_leaf_spot,moderate,144.763,135.62,132.616,0.696,0.464,40.09,512,512,137.666
19297,wheat,powdery_mildew,mild,211.817,229.509,200.61,0.299,0.798,24.74,512,512,213.979
7562,potato,early_blight,moderate,198.359,125.524,84.456,0.505,0.561,15.38,512,256,136.113
5492,potato,early_blight,moderate,157.099,145.708,84.43,0.558,0.547,16.57,512,224,129.079
24214,grape,downy_mildew,severe,132.313,140.1,127.76,0.529,0.621,40.1,224,256,133.391
9133,potato,early_blight,moderate,178.201,139.221,66.882,0.424,0.641,27.84,256,224,128.101
22180,grape,powdery_mildew,mild,216.979,220.784,212.034,0.338,0.724,24.42,256,256,216.599
12981,corn,healthy,severe,105.636,162.27,81.235,0.184,0.865,2.08,224,224,116.38
16417,wheat,powdery_mildew,severe,200.09,219.972,195.411,0.394,0.708,60.79,224,256,205.158
20280,grape,downy_mildew,mild,147.821,111.073,95.168,0.47,0.671,26.68,224,256,118.021
24797,grape,healthy,mild,101.901,150.876,96.831,0.239,0.78,0.29,256,224,116.536
11387,corn,healthy,mild,108.859,160.02,74.56,0.115,0.894,0.72,512,256,114.48
685,tomato,healthy,moderate,119.97,157.939,70.432,0.235,0.779,1.72,512,224,116.114
2856,tomato,mosaic_virus,moderate,144.659,155.2,99.067,0.367,0.742,6.04,512,256,132.975
20167,grape,downy_mildew,mild,142.694,121.616,112.646,0.553,0.558,19.69,224,256,125.652
3411,tomato,leaf_mold,moderate,122.947,118.822,87.473,0.569,0.585,32.56,512,512,109.747
2418,tomato,healthy,moderate,90.888,170.229,88.753,0.141,0.878,1.38,512,256,116.623
13782,corn,rust,severe,201.934,157.869,90.23,0.601,0.498,48.52,256,512,150.011
9713,potato,late_blight,moderate,145.346,109.077,72.157,0.573,0.508,53.96,512,224,108.86
1716,tomato,healthy,moderate,80.245,149.452,88.017,0.134,0.908,1.22,512,224,105.905
1700,tomato,healthy,mild,103.798,142.476,74.155,0.249,0.818,0.64,224,512,106.81
20568,grape,healthy,moderate,119.302,150.48,88.956,0.279,0.799,0.64,512,224,119.579
20493,grape,downy_mildew,moderate,127.709,134.51,109.733,0.509,0.546,45.06,512,224,123.984
17145,wheat,septoria,mild,176.366,162.446,104.82,0.656,0.522,16.93,256,512,147.877
17245,wheat,septoria,mild,181.899,154.155,103.654,0.504,0.61,13.87,256,256,146.569
1457,tomato,healthy,moderate,93.564,166.878,70.386,0.166,0.831,0.36,256,256,110.276
12417,corn,healthy,moderate,83.425,163.046,92.058,0.131,0.932,1.72,512,256,112.843
15768,wheat,rust,moderate,224.628,153.952,87.772,0.778,0.399,18.15,224,512,155.451
11171,corn,powdery_mildew,moderate,220.962,215.112,200.947,0.368,0.734,46.31,256,224,212.34
22527,grape,healthy,moderate,81.524,171.822,60.762,0.297,0.75,0.88,512,224,104.703
821,tomato,leaf_mold,mild,146.923,128.044,91.92,0.329,0.719,17.39,224,512,122.296
15721,wheat,septoria,moderate,175.694,145.084,118.341,0.6,0.552,25.34,256,224,146.373
21108,grape,healthy,severe,112.09,152.785,71.661,0.225,0.838,0.5,224,512,112.179
2256,tomato,leaf_mold,moderate,114.016,101.824,92.534,0.539,0.545,33.21,224,256,102.791
13971,corn,healthy,moderate,97.245,144.77,60.166,0.154,0.832,0.87,256,224,100.727
3042,tomato,mosaic_virus,mild,178.321,171.201,93.613,0.353,0.736,9.01,512,512,147.712
14615,corn,rust,severe,199.748,169.857,98.452,0.694,0.415,27.31,512,224,156.019
15039,wheat,septoria,moderate,185.395,155.47,130.619,0.724,0.373,41.97,256,256,157.161
5386,potato,late_blight,mild,113.658,116.614,87.336,0.569,0.587,17.02,256,256,105.869
7945,potato,late_blight,severe,143.216,87.04,99.904,0.709,0.424,69.22,512,512,110.053
6258,potato,early_blight,mild,178.537,152.551,52.236,0.435,0.619,10.1,224,224,127.775
11151,corn,powdery_mildew,moderate,226.108,208.695,209.636,0.323,0.701,41.59,224,512,214.813
18666,wheat,septoria,severe,168.023,160.366,111.48,0.601,0.519,56.44,256,256,146.623
23897,grape,powdery_mildew,mild,236.901,233.505,218.596,0.216,0.819,33.68,224,256,229.667
19380,wheat,healthy,severe,110.058,178.034,84.23,0.207,0.842,0.06,256,224,124.107
13700,corn,gray_leaf_spot,moderate,140.911,169.268,101.1,0.456,0.633,33.55,256,256,137.093
21444,grape,healthy,moderate,80.742,184.904,85.692,0.248,0.83,1.93,256,224,117.113
18605,wheat,septoria,severe,177.163,157.046,125.368,0.684,0.488,47.9,512,512,153.192
7260,potato,healthy,moderate,94.886,180.157,87.481,0.14,0.911,1.45,512,224,120.841
4233,tomato,healthy,mild,111.144,184.738,78.174,0.127,0.915,0.83,512,512,124.685
11966,corn,healthy,moderate,84.84,155.313,95.81,0.218,0.802,1.27,256,256,111.988
14041,corn,healthy,moderate,119.738,149.4,71.053,0.239,0.772,1.4,224,512,113.397
16663,wheat,septoria,mild,186.292,176.375,124.924,0.76,0.4,22.05,512,224,162.53
18981,wheat,powdery_mildew,mild,227.244,209.266,203.177,0.369,0.748,21.63,224,512,213.229
23112,grape,healthy,severe,82.608,156.055,83.362,0.223,0.83,0.13,224,224,107.342
8896,potato,healthy,mild,114.418,145.228,73.155,0.181,0.824,0.67,512,256,110.934
2516,tomato,healthy,moderate,87.866,144.192,95.306,0.171,0.833,0.11,224,256,109.121
307,tomato,mosaic_virus,severe,159.486,177.68,113.632,0.446,0.635,19.55,256,512,150.266
4016,tomato,leaf_mold,moderate,138.817,101.772,105.73,0.535,0.539,37.31,224,256,115.44
15254,wheat,septoria,severe,171.826,158.132,118.481,0.513,0.615,64.13,512,224,149.48
4180,tomato,healthy,moderate,119.277,160.755,76.812,0.197,0.892,0.98,512,224,118.948
18367,wheat,rust,mild,202.649,155.795,80.083,0.585,0.536,20.2,224,512,146.176
11219,corn,powdery_mildew,mild,229.03,215.321,222.063,0.291,0.734,34.31,256,512,222.138
8004,potato,late_blight,severe,106.774,83.464,90.552,0.771,0.401,42.91,512,256,93.597
20295,grape,black_rot,moderate,82.73,56.772,84.871,0.673,0.415,41.18,224,256,74.791
16459,wheat,healthy,moderate,116.493,183.472,82.493,0.102,0.925,1.74,256,224,127.486
10305,corn,healthy,moderate,119.015,184.629,89.656,0.141,0.911,1.69,224,512,131.1
15698,wheat,rust,mild,215.806,137.433,68.04,0.676,0.42,18.69,224,256,140.426
8593,potato,late_blight,moderate,125.939,89.077,61.983,0.773,0.367,53.16,256,256,92.333
765,tomato,late_blight,moderate,123.913,82.751,98.204,0.76,0.355,32.2,256,512,101.623
19637,wheat,powdery_mildew,severe,203.288,214.997,202.84,0.358,0.702,69.99,512,512,207.042
2672,tomato,healthy,mild,116.658,178.265,76.704,0.119,0.86,0.22,224,256,123.876
14508,corn,powdery_mildew,moderate,238.962,233.362,211.199,0.221,0.816,60.4,224,512,227.841
17832,wheat,healthy,mild,89.355,142.92,98.221,0.162,0.915,0.52,224,224,110.165
23626,grape,black_rot,severe,66.776,53.081,73.037,0.818,0.329,94.24,256,224,64.298
4367,tomato,healthy,severe,119.605,170.134,60.907,0.124,0.877,1.82,256,224,116.882
9115,potato,healthy,mild,100.622,164.417,90.587,0.2,0.879,0.81,224,512,118.542
2178,tomato,late_blight,mild,125.043,110.185,65.165,0.682,0.483,21.6,256,512,100.131
16073,wheat,healthy,moderate,81.239,158.078,74.919,0.283,0.771,1.7,256,256,104.745
23569,grape,powdery_mildew,mild,229.996,224.716,220.402,0.328,0.738,25.13,512,256,225.038
1088,tomato,healthy,mild,107.902,153.227,79.595,0.216,0.812,0.64,256,512,113.575
11127,corn,powdery_mildew,moderate,217.595,229.235,202.11,0.211,0.853,66.26,512,512,216.313
14377,corn,gray_leaf_spot,mild,164.429,162.157,126.656,0.691,0.453,11.08,224,224,151.081
6182,potato,healthy,moderate,116.331,179.463,69.06,0.173,0.828,1.26,256,256,121.618
1218,tomato,healthy,moderate,103.498,178.731,62.841,0.113,0.901,0.32,224,224,115.023
20353,grape,downy_mildew,mild,124.265,135.0,123.806,0.541,0.574,17.95,256,512,127.69
14611,corn,healthy,severe,109.853,153.235,65.021,0.244,0.849,0.08,224,512,109.37
1494,tomato,early_blight,severe,164.288,127.271,50.631,0.699,0.49,32.49,224,256,114.063
21909,grape,powdery_mildew,severe,236.236,202.34,204.324,0.34,0.721,78.63,256,512,214.3
10090,corn,powdery_mildew,moderate,226.381,218.476,195.359,0.316,0.698,30.04,256,512,213.405
5803,potato,early_blight,mild,187.303,157.186,59.272,0.498,0.556,10.46,256,224,134.587
1923,tomato,late_blight,severe,137.979,91.725,91.461,0.771,0.352,45.07,512,256,107.055
3095,tomato,healthy,mild,95.349,142.311,97.525,0.236,0.785,0.07,512,256,111.728
16332,wheat,powdery_mildew,severe,207.412,206.251,190.887,0.223,0.849,89.66,256,224,201.517
11717,corn,gray_leaf_spot,severe,155.906,143.593,133.996,0.631,0.526,37.99,256,512,144.498
12138,corn,healthy,mild,101.511,176.601,93.199,0.145,0.868,0.89,256,256,123.77
6910,potato,late_blight,moderate,112.925,90.417,67.847,0.509,0.616,37.88,224,224,90.396
19262,wheat,healthy,mild,91.607,150.016,88.028,0.271,0.772,0.52,256,256,109.884
7372,potato,late_blight,severe,146.038,80.982,97.646,0.794,0.33,80.75,224,224,108.222
23249,grape,black_rot,moderate,59.333,54.741,89.828,0.72,0.39,57.69,256,512,67.967
11375,corn,gray_leaf_spot,severe,142.505,163.569,132.047,0.658,0.498,50.04,512,256,146.04
22149,grape,black_rot,mild,84.667,74.429,85.937,0.7,0.455,25.47,256,256,81.678
21481,grape,downy_mildew,moderate,132.667,125.41,126.614,0.54,0.575,42.3,512,224,128.23
10353,corn,gray_leaf_spot,severe,178.68,149.131,109.041,0.492,0.623,41.7,224,512,145.617
24414,grape,powdery_mildew,mild,236.41,234.21,228.227,0.233,0.818,24.08,256,512,232.949
7839,potato,late_blight,moderate,117.162,106.185,73.677,0.779,0.359,42.45,512,224,99.008
20739,grape,healthy,severe,114.172,169.853,88.913,0.107,0.949,0.82,224,224,124.313
18473,wheat,rust,mild,206.212,134.536,60.734,0.514,0.631,16.38,256,224,133.827
6327,potato,early_blight,severe,189.385,159.614,52.602,0.491,0.625,16.27,512,512,133.867
22472,grape,healthy,severe,81.055,163.304,95.083,0.267,0.785,2.4,224,256,113.147
24679,grape,powdery_mildew,severe,222.418,215.52,195.312,0.372,0.721,92.92,224,256,211.083
132,tomato,healthy,severe,84.046,178.544,93.405,0.277,0.732,1.01,512,224,118.665
11539,corn,powdery_mildew,severe,214.334,199.739,204.599,0.362,0.711,55.93,256,256,206.224
5100,potato,healthy,mild,96.577,168.526,79.742,0.18,0.874,0.57,224,256,114.948
4324,tomato,healthy,moderate,113.843,152.803,90.056,0.223,0.798,0.07,224,512,118.901
7431,potato,early_blight,mild,153.87,136.245,83.398,0.489,0.62,12.4,224,512,124.504
3219,tomato,late_blight,moderate,139.768,93.913,79.378,0.596,0.506,31.75,512,224,104.353
19874,wheat,rust,severe,197.122,151.446,73.2,0.614,0.538,26.72,256,256,140.589
8337,potato,early_blight,severe,165.884,126.076,71.709,0.575,0.549,33.26,512,512,121.223
10150,corn,rust,severe,215.769,144.707,77.189,0.746,0.424,47.88,224,512,145.888
13609,corn,powdery_mildew,moderate,211.809,233.805,202.782,0.228,0.791,32.6,512,512,216.132
13334,corn,gray_leaf_spot,moderate,140.774,137.689,106.337,0.602,0.567,41.27,224,256,128.267
17249,wheat,healthy,moderate,95.932,171.178,82.269,0.29,0.722,1.19,224,256,116.46
19263,wheat,healthy,mild,80.009,156.026,66.793,0.22,0.789,0.04,256,512,100.943
7882,potato,early_blight,severe,155.242,128.164,81.313,0.478,0.665,41.1,512,256,121.573
6425,potato,early_blight,severe,187.38,135.589,61.325,0.501,0.6,15.2,512,512,128.098
15877,wheat,rust,severe,217.976,148.336,84.826,0.786,0.411,47.62,512,512,150.379
17278,wheat,rust,mild,223.838,145.358,75.731,0.702,0.478,14.11,224,224,148.309
19953,wheat,healthy,mild,98.151,143.669,71.356,0.257,0.824,0.64,256,512,104.392
9416,potato,late_blight,moderate,129.196,112.504,98.203,0.783,0.423,51.0,256,256,113.301
13926,corn,gray_leaf_spot,mild,169.599,149.069,126.386,0.658,0.515,13.87,512,512,148.351
21220,grape,powdery_mildew,mild,211.806,230.566,213.597,0.367,0.665,31.53,224,224,218.656
18122,wheat,rust,severe,214.544,143.28,99.085,0.66,0.458,71.88,512,224,152.303
13657,corn,healthy,moderate,82.592,178.988,97.099,0.125,0.893,1.08,224,512,119.56
8307,potato,early_blight,severe,155.51,139.543,65.321,0.631,0.455,23.98,224,512,120.125
18455,wheat,septoria,mild,171.458,162.387,130.807,0.648,0.458,19.52,256,512,154.884
20138,grape,powdery_mildew,mild,200.8,206.174,225.574,0.368,0.666,32.37,224,224,210.849
7077,potato,late_blight,mild,105.139,103.059,93.67,0.532,0.589,18.85,512,224,100.623
10442,corn,gray_leaf_spot,moderate,156.674,149.527,112.095,0.577,0.533,37.32,256,256,139.432
4606,tomato,mosaic_virus,moderate,160.814,152.047,100.507,0.221,0.841,7.58,512,224,137.789
3670,tomato,healthy,mild,98.204,158.46,96.099,0.115,0.944,0.62,512,512,117.588
2659,tomato,mosaic_virus,moderate,141.122,172.834,89.925,0.439,0.65,18.38,224,224,134.627
9233,potato,early_blight,mild,192.065,140.925,68.529,0.66,0.445,6.98,512,256,133.84
9668,potato,healthy,moderate,117.208,146.475,88.763,0.278,0.819,0.96,512,224,117.482
19246,wheat,healthy,severe,101.718,152.42,84.047,0.138,0.864,1.02,256,256,112.728
19270,wheat,septoria,moderate,175.152,160.147,120.44,0.751,0.413,44.97,256,224,151.913
23151,grape,black_rot,severe,81.196,88.491,87.032,0.782,0.373,67.57,224,224,85.573
19731,wheat,septoria,mild,171.651,155.626,113.538,0.641,0.464,20.4,224,512,146.938
1759,tomato,healthy,moderate,112.587,151.342,84.638,0.279,0.787,0.35,256,256,116.189
